flow_id,src_ip,dst_ip,flow_duration,packet_rate,byte_rate,pkt_iat_mean,pkt_iat_std,packet_len_mean,packet_in_count,tcp_flags_syn_count,flow_active_ratio,rsu_channel_occupancy,label
708,10.0.1.207,192.168.1.102,27.0212,791.9,710594.17,0.15,5.4,684.61,197,2,0.938,0.893,1
709,10.0.2.225,192.168.1.24,5.5981,1070.21,736292.89,0.56,4.86,852.48,107,1,0.949,0.538,1
710,10.0.3.74,192.168.1.197,9.4517,41.4,45545.24,22.24,7.62,1030.5,2,2,0.831,0.26,0
711,10.0.3.82,192.168.1.248,14.0421,43.16,51712.64,19.57,1.92,1014.01,3,0,0.9,0.356,0
712,10.0.4.73,192.168.1.99,28.0166,65.24,43370.44,1.82,5.24,898.54,1,55,0.927,0.356,2
713,10.0.2.66,192.168.1.125,24.0472,48.85,46415.2,1.43,3.81,1062.42,0,79,0.879,0.322,2
714,10.0.2.228,192.168.1.220,10.6685,39.19,44247.14,18.69,5.99,1019.27,2,1,0.801,0.391,0
715,10.0.1.175,192.168.1.65,18.7791,51.76,50100.21,16.56,4.38,1060.38,3,1,0.858,0.4,0
716,10.0.2.225,192.168.1.22,17.0467,894.91,473636.67,0.5,2.02,1007.68,308,0,0.907,0.823,1
717,10.0.3.95,192.168.1.192,13.8684,42.62,55104.78,28.27,0.22,1254.43,1,0,0.862,0.234,0
718,10.0.3.247,192.168.1.15,19.1057,506.62,460581.36,0.92,5.3,878.54,263,1,0.927,0.96,1
719,10.0.2.191,192.168.1.187,12.1218,55.83,51594.91,21.82,4.32,1139.74,0,1,0.937,0.292,0
720,10.0.4.83,192.168.1.65,24.766,41.5,57032.97,1.01,7.25,991.69,3,32,0.84,0.358,2
721,10.0.4.10,192.168.1.65,4.2641,48.56,38549.13,2.71,1.22,965.49,1,24,0.882,0.314,2
722,10.0.1.170,192.168.1.119,7.0228,47.39,52498.06,15.32,5.85,1017.96,1,1,0.796,0.262,0
723,10.0.2.93,192.168.1.144,9.3583,1305.55,1203090.05,0.27,7.27,1309.06,307,2,0.904,0.799,1
724,10.0.1.69,192.168.1.115,24.8841,42.41,47318.45,22.7,7.89,859.58,3,1,0.944,0.213,0
725,10.0.1.229,192.168.1.202,6.8253,41.45,57405.2,24.78,2.38,1235.3,3,1,0.809,0.345,0
726,10.0.4.219,192.168.1.73,19.9895,54.55,51945.39,22.23,3.36,1000.5,1,1,0.931,0.412,0
727,10.0.2.53,192.168.1.16,12.9468,801.39,369658.95,0.58,5.66,915.2,337,0,0.7,0.633,1
728,10.0.2.158,192.168.1.185,16.5918,60.65,72793.13,18.53,3.7,980.56,1,2,0.797,0.41,0
729,10.0.3.74,192.168.1.39,19.1765,44.43,55415.63,20.31,3.96,836.01,4,1,0.947,0.308,0
730,10.0.3.20,192.168.1.53,17.4957,61.55,51936.62,20.01,5.36,839.4,0,1,0.906,0.326,0
731,10.0.4.157,192.168.1.86,19.8529,44.72,55220.19,17.85,3.65,1031.58,1,0,0.935,0.39,0
732,10.0.1.146,192.168.1.158,23.7336,48.58,2269541.28,17.61,2.11,1466.52,1,1,0.706,0.369,3
733,10.0.3.97,192.168.1.236,22.2903,50.48,57205.24,11.68,2.9,1299.05,0,0,0.827,0.279,0
734,10.0.1.11,192.168.1.141,7.1326,40.42,45548.15,18.71,4.41,985.38,2,2,0.94,0.205,0
735,10.0.1.25,192.168.1.80,13.5391,52.67,1676227.9,18.8,2.87,1465.98,2,1,0.898,0.401,3
736,10.0.2.222,192.168.1.172,7.7978,39.92,50849.73,14.56,3.63,894.14,1,2,0.858,0.335,0
737,10.0.4.43,192.168.1.42,5.0884,47.39,61384.16,24.11,4.44,940.46,0,1,0.809,0.383,0
738,10.0.3.74,192.168.1.231,27.9037,799.1,728545.41,0.42,5.86,1152.98,108,0,0.923,0.956,1
739,10.0.2.57,192.168.1.76,24.4863,54.65,32106.59,22.4,3.95,824.57,4,0,0.869,0.258,0
740,10.0.3.234,192.168.1.146,8.4649,34.67,37363.66,12.63,2.93,836.16,4,0,0.855,0.314,0
741,10.0.2.220,192.168.1.65,24.5804,53.94,48264.56,22.33,9.18,1059.22,0,1,0.918,0.419,0
742,10.0.1.99,192.168.1.48,2.851,38.62,42818.01,20.97,2.42,907.46,0,2,0.818,0.267,0
743,10.0.1.11,192.168.1.142,26.9716,710.09,911593.02,0.88,7.42,1086.68,160,2,0.819,0.612,1
744,10.0.2.43,192.168.1.134,6.9444,55.97,68441.2,20.07,4.98,914.01,1,1,0.892,0.298,0
745,10.0.2.150,192.168.1.112,22.893,33.73,831884.14,18.69,7.56,1450.29,2,2,0.805,0.408,3
746,10.0.2.68,192.168.1.239,7.0432,38.91,43643.92,19.61,5.51,716.59,3,1,0.919,0.343,0
747,10.0.4.248,192.168.1.106,1.2349,480.91,650655.11,0.73,5.67,945.57,229,1,0.794,0.95,1
748,10.0.4.69,192.168.1.224,2.6234,34.73,64043.16,21.23,6.9,742.74,4,1,0.932,0.264,0
749,10.0.3.2,192.168.1.186,29.925,51.66,887260.79,16.52,5.74,1455.62,4,1,0.711,0.267,3
750,10.0.1.207,192.168.1.87,20.6776,63.78,71487.06,22.61,0.83,916.27,2,1,0.829,0.216,0
751,10.0.2.177,192.168.1.181,15.0332,56.13,42445.01,15.87,4.71,1092.78,2,2,0.725,0.449,0
752,10.0.4.137,192.168.1.103,4.8636,56.39,42915.12,17.82,2.04,656.31,1,0,0.935,0.247,0
753,10.0.4.233,192.168.1.178,1.5346,38.92,46451.45,14.87,2.85,1109.19,3,0,0.822,0.387,0
754,10.0.3.177,192.168.1.176,8.3199,52.74,60905.19,21.45,5.75,1150.74,0,1,0.84,0.205,0
755,10.0.1.110,192.168.1.177,25.5898,1334.42,626851.54,0.89,8.11,1139.93,198,2,0.861,0.726,1
756,10.0.1.243,192.168.1.173,29.1894,37.53,33689.32,16.29,6.62,1237.05,3,2,0.706,0.222,0
757,10.0.1.2,192.168.1.157,4.7278,592.22,604850.99,0.81,4.9,1152.65,172,1,0.771,0.654,1
758,10.0.3.88,192.168.1.215,29.8477,40.16,75594.88,26.93,4.96,833.34,1,2,0.889,0.267,0
759,10.0.4.214,192.168.1.47,24.1008,34.03,1309268.98,18.61,4.26,1446.21,1,2,0.721,0.316,3
760,10.0.3.163,192.168.1.24,7.3557,43.15,58344.01,27.01,1.82,1055.85,1,1,0.804,0.237,0
761,10.0.3.16,192.168.1.126,20.0478,42.92,52686.68,25.81,6.8,858.55,1,1,0.905,0.246,0
762,10.0.4.213,192.168.1.180,28.1933,576.5,506682.88,0.46,6.41,935.94,305,1,0.833,0.932,1
763,10.0.4.245,192.168.1.119,27.8582,43.0,41860.63,25.02,3.48,1190.36,3,3,0.853,0.25,0
764,10.0.4.32,192.168.1.119,24.4469,47.12,757013.46,22.62,4.33,1441.47,1,0,0.731,0.401,3
765,10.0.1.216,192.168.1.189,4.5459,44.66,46438.72,2.59,6.04,1024.43,1,56,0.747,0.423,2
766,10.0.1.216,192.168.1.76,20.4813,40.21,48253.73,21.3,4.19,958.44,2,0,0.906,0.43,0
767,10.0.4.129,192.168.1.188,3.7913,49.29,1805173.93,18.01,0.02,1447.1,1,0,0.921,0.381,3
768,10.0.2.157,192.168.1.160,17.5061,57.93,71472.47,21.24,1.9,1023.62,2,0,0.803,0.235,0
769,10.0.1.217,192.168.1.158,8.3517,52.38,55879.28,25.47,6.51,925.39,4,1,0.764,0.403,0
770,10.0.3.241,192.168.1.151,14.0774,1242.67,842551.92,0.94,4.5,1015.78,314,0,0.727,0.729,1
771,10.0.3.99,192.168.1.140,8.1473,51.83,38755.97,11.24,7.26,1007.63,1,1,0.915,0.238,0
772,10.0.2.42,192.168.1.20,19.9041,52.1,48864.96,21.67,5.77,949.07,1,0,0.879,0.219,0
773,10.0.2.244,192.168.1.217,19.7513,36.94,41399.0,23.51,5.25,783.6,4,1,0.702,0.25,0
774,10.0.1.128,192.168.1.196,25.2752,51.0,68641.24,22.46,6.78,1071.45,0,2,0.75,0.267,0
775,10.0.1.24,192.168.1.79,27.555,24.73,49484.85,19.12,5.21,1037.98,4,4,0.893,0.266,0
776,10.0.2.132,192.168.1.198,28.6149,43.16,68369.17,17.24,2.5,1043.4,3,0,0.816,0.351,0
777,10.0.3.144,192.168.1.5,26.7572,54.45,34737.21,4.21,6.94,1098.78,0,78,0.738,0.357,2
778,10.0.2.61,192.168.1.126,6.5593,25.01,38229.68,27.81,6.78,1259.58,2,1,0.946,0.393,0
779,10.0.2.85,192.168.1.31,16.9444,46.9,56142.55,18.89,2.39,1026.49,3,1,0.78,0.296,0
780,10.0.4.47,192.168.1.180,24.2181,33.79,48071.94,13.3,3.3,1144.92,0,2,0.805,0.442,0
781,10.0.1.125,192.168.1.44,21.3565,49.37,54540.06,11.36,2.5,950.11,2,0,0.86,0.246,0
782,10.0.3.219,192.168.1.90,6.4204,1046.81,396269.47,0.98,2.74,798.06,122,1,0.866,0.644,1
783,10.0.3.170,192.168.1.76,20.0499,34.77,30482.24,29.26,4.41,834.3,0,2,0.876,0.334,0
784,10.0.2.180,192.168.1.66,18.1217,38.57,57864.7,19.68,5.47,948.73,4,2,0.871,0.424,0
785,10.0.2.122,192.168.1.31,26.2417,45.34,39585.47,25.02,6.1,1123.81,0,0,0.724,0.279,0
786,10.0.3.18,192.168.1.141,22.8185,32.74,43497.36,23.56,-1.35,952.4,1,2,0.836,0.256,0
787,10.0.3.207,192.168.1.188,24.5463,954.17,1003458.96,0.5,4.75,1096.28,223,0,0.739,0.577,1
788,10.0.4.55,192.168.1.238,18.3633,46.17,61144.73,2.09,2.95,1176.26,2,55,0.891,0.346,2
789,10.0.2.67,192.168.1.121,7.0583,46.45,47755.43,29.42,3.73,1008.01,3,1,0.772,0.4,0
790,10.0.1.13,192.168.1.72,13.5169,36.88,48957.46,26.44,6.07,1115.27,2,1,0.825,0.306,0
791,10.0.1.51,192.168.1.59,21.0732,1038.94,489325.81,0.1,6.65,1240.89,167,1,0.759,0.646,1
792,10.0.4.91,192.168.1.75,13.4116,54.75,48159.01,14.95,4.85,573.33,6,2,0.873,0.434,0
793,10.0.3.128,192.168.1.122,5.3018,50.53,48025.0,21.1,5.07,967.66,1,0,0.735,0.233,0
794,10.0.3.176,192.168.1.87,24.4755,59.36,47852.97,1.52,4.98,916.24,4,37,0.805,0.411,2
795,10.0.1.248,192.168.1.161,2.6136,43.63,57972.86,12.81,9.19,1057.27,2,0,0.889,0.394,0
796,10.0.1.178,192.168.1.159,21.4894,61.6,51426.88,4.7,5.92,1137.04,1,62,0.737,0.407,2
797,10.0.4.239,192.168.1.81,9.818,52.3,42756.36,36.89,6.03,988.25,0,2,0.71,0.353,0
798,10.0.2.175,192.168.1.91,22.0605,44.85,52487.96,15.58,3.65,987.05,1,2,0.733,0.272,0
799,10.0.1.68,192.168.1.81,23.312,41.39,50974.89,18.87,6.3,932.01,2,1,0.908,0.287,0
800,10.0.1.72,192.168.1.31,29.8333,67.18,47603.7,2.46,9.53,1008.27,2,42,0.859,0.211,2
801,10.0.3.166,192.168.1.144,29.5777,37.18,39120.78,20.89,6.69,1045.83,1,1,0.831,0.429,0
802,10.0.2.233,192.168.1.99,26.5574,47.76,29539.68,25.14,5.26,948.7,3,0,0.747,0.289,0
803,10.0.3.137,192.168.1.20,21.7545,63.76,44349.66,10.04,3.58,1242.76,1,1,0.817,0.421,0
804,10.0.4.190,192.168.1.68,10.3524,46.82,1134112.05,21.85,4.67,1410.02,2,2,0.882,0.277,3
805,10.0.1.48,192.168.1.136,24.9644,39.45,63270.8,6.6,8.1,989.8,1,0,0.917,0.282,0
806,10.0.4.216,192.168.1.7,9.2618,31.87,39674.67,32.21,6.22,1287.59,1,2,0.802,0.325,0
807,10.0.4.189,192.168.1.113,14.2937,58.29,54480.07,23.02,1.66,1166.24,1,1,0.807,0.297,0
808,10.0.4.15,192.168.1.235,25.7183,37.21,37741.08,20.08,5.67,943.81,1,1,0.895,0.289,0
809,10.0.3.146,192.168.1.60,4.9056,45.2,52956.05,1.36,7.3,1193.39,1,77,0.726,0.276,2
810,10.0.3.61,192.168.1.158,15.8065,57.26,75900.92,19.96,4.47,930.81,1,1,0.925,0.278,0
811,10.0.4.14,192.168.1.40,26.7733,55.56,63163.45,5.46,2.55,862.66,1,2,0.874,0.351,0
812,10.0.1.38,192.168.1.79,10.1007,58.12,41787.24,4.6,4.42,1002.84,2,74,0.938,0.229,2
813,10.0.1.194,192.168.1.240,20.8518,798.9,759271.83,0.29,5.85,697.93,128,0,0.838,0.797,1
814,10.0.3.185,192.168.1.131,2.0645,55.7,43239.46,24.97,4.49,937.02,1,1,0.786,0.39,0
815,10.0.2.70,192.168.1.66,5.5762,50.22,1785967.43,18.29,5.97,1423.68,1,0,0.93,0.243,3
816,10.0.4.82,192.168.1.33,16.7673,61.75,32645.12,18.94,4.75,907.96,0,1,0.833,0.234,0
817,10.0.1.30,192.168.1.10,23.9988,52.32,874663.07,13.9,2.05,1474.53,1,0,0.834,0.339,3
818,10.0.4.219,192.168.1.122,16.7016,753.29,674042.32,0.56,5.78,855.58,229,0,0.948,0.574,1
819,10.0.3.200,192.168.1.29,8.9713,48.19,48047.86,20.38,1.06,1198.46,4,0,0.834,0.436,0
820,10.0.1.44,192.168.1.202,22.4182,61.47,49351.29,3.16,6.97,1223.67,2,64,0.857,0.368,2
821,10.0.4.169,192.168.1.17,12.7856,46.99,32406.51,22.42,6.02,1145.53,2,1,0.848,0.311,0
822,10.0.4.4,192.168.1.185,7.3529,1303.74,706688.2,0.26,6.12,924.69,297,2,0.767,0.666,1
823,10.0.1.79,192.168.1.232,19.7723,852.56,824645.15,0.68,6.38,1048.39,282,1,0.879,0.827,1
824,10.0.3.168,192.168.1.162,25.4283,55.86,33286.68,21.86,3.53,873.04,0,1,0.804,0.296,0
825,10.0.2.221,192.168.1.72,24.8493,67.44,47730.51,19.8,6.27,1229.6,1,0,0.935,0.323,0
826,10.0.3.56,192.168.1.169,28.4525,52.34,55343.77,15.52,4.86,1009.82,1,1,0.74,0.219,0
827,10.0.1.206,192.168.1.109,9.466,42.44,32592.1,21.77,3.01,1019.76,3,1,0.867,0.281,0
828,10.0.4.22,192.168.1.54,27.3114,763.59,515462.89,0.92,5.17,989.49,257,1,0.826,0.749,1
829,10.0.1.69,192.168.1.88,23.0641,57.25,35688.86,19.65,4.3,873.66,2,1,0.775,0.343,0
830,10.0.1.222,192.168.1.137,13.2375,929.53,1054144.7,0.9,4.41,828.74,295,0,0.826,0.914,1
831,10.0.1.153,192.168.1.8,2.2281,57.69,66708.51,31.02,6.3,852.81,2,2,0.813,0.398,0
832,10.0.1.34,192.168.1.116,17.9183,77.27,37785.59,21.08,2.23,836.28,3,2,0.868,0.439,0
833,10.0.2.211,192.168.1.7,29.5471,46.74,60998.83,19.53,5.08,1179.83,2,0,0.908,0.221,0
834,10.0.3.3,192.168.1.56,10.1062,58.41,36810.16,20.79,4.8,1253.27,3,0,0.714,0.419,0
835,10.0.2.69,192.168.1.108,5.5993,41.06,63575.88,24.43,2.82,1037.78,2,2,0.923,0.318,0
836,10.0.2.184,192.168.1.139,26.1035,47.12,41754.06,13.47,5.68,1094.04,2,1,0.719,0.371,0
837,10.0.2.68,192.168.1.147,2.2535,57.47,44013.52,18.89,8.23,847.28,2,0,0.725,0.402,0
838,10.0.3.167,192.168.1.119,18.5646,43.46,47924.44,19.2,9.31,1059.46,1,0,0.819,0.34,0
839,10.0.4.184,192.168.1.98,27.1969,896.38,750395.13,0.74,7.78,1292.76,202,1,0.748,0.59,1
840,10.0.1.184,192.168.1.222,27.4229,40.57,863261.3,22.85,6.73,1446.04,4,3,0.826,0.37,3
841,10.0.4.136,192.168.1.123,20.7608,61.29,1443215.33,15.97,4.27,1456.77,2,0,0.95,0.321,3
842,10.0.1.37,192.168.1.88,10.4759,714.89,396150.65,0.61,3.77,956.58,260,2,0.771,0.574,1
843,10.0.3.242,192.168.1.155,19.4701,50.08,23323.7,24.42,4.89,791.51,3,0,0.927,0.334,0
844,10.0.1.54,192.168.1.174,16.6434,44.77,35488.96,17.97,3.11,1067.7,2,1,0.844,0.31,0
845,10.0.1.182,192.168.1.175,23.7585,38.19,52518.23,22.44,3.6,981.39,3,0,0.846,0.279,0
846,10.0.2.21,192.168.1.228,23.7067,54.98,759916.38,26.93,7.33,1484.22,2,0,0.854,0.258,3
847,10.0.4.88,192.168.1.74,27.5838,57.33,1077809.38,14.76,5.74,1450.42,2,1,0.722,0.385,3
848,10.0.2.49,192.168.1.211,19.7983,58.67,47637.41,17.72,6.22,938.12,3,3,0.837,0.287,0
849,10.0.1.141,192.168.1.170,29.8083,51.82,41490.22,22.5,6.52,881.87,3,1,0.838,0.361,0
850,10.0.3.216,192.168.1.197,10.7355,38.63,55106.47,19.65,6.73,1168.86,0,1,0.785,0.284,0
851,10.0.2.39,192.168.1.98,21.8751,42.61,46416.12,25.7,2.03,1052.47,1,1,0.93,0.295,0
852,10.0.2.80,192.168.1.118,19.1332,80.29,61818.02,30.16,4.49,1037.02,3,1,0.818,0.398,0
853,10.0.1.150,192.168.1.34,20.0277,50.36,54917.4,23.82,4.09,1075.39,2,3,0.763,0.317,0
854,10.0.3.248,192.168.1.162,10.2602,51.69,38638.41,15.2,3.46,1200.25,1,0,0.825,0.399,0
855,10.0.3.37,192.168.1.7,25.8017,45.28,51304.93,13.44,3.26,950.04,0,1,0.726,0.287,0
856,10.0.3.78,192.168.1.138,11.3149,61.78,38758.34,23.5,3.1,1015.91,1,1,0.854,0.445,0
857,10.0.4.185,192.168.1.11,12.3628,57.08,56813.42,2.44,8.81,956.75,3,39,0.94,0.437,2
858,10.0.2.183,192.168.1.114,17.6131,43.29,44186.91,20.01,5.0,1150.6,5,3,0.719,0.363,0
859,10.0.3.132,192.168.1.202,22.3425,57.58,56041.97,20.31,5.81,819.38,1,3,0.719,0.286,0
860,10.0.3.74,192.168.1.119,11.3726,875.61,1005959.92,0.6,4.64,1138.32,150,0,0.847,0.927,1
861,10.0.4.201,192.168.1.68,23.5656,35.02,53095.56,22.72,3.28,989.13,0,1,0.852,0.202,0
862,10.0.4.29,192.168.1.88,27.225,43.44,57021.56,12.57,3.62,786.37,1,3,0.874,0.349,0
863,10.0.1.134,192.168.1.189,20.451,1138.85,699366.11,0.82,1.11,986.6,282,0,0.787,0.883,1
864,10.0.1.157,192.168.1.79,24.1434,43.04,41446.53,20.44,1.84,866.41,4,0,0.844,0.316,0
865,10.0.2.240,192.168.1.238,8.3155,45.41,48044.95,23.96,6.92,1053.59,3,0,0.852,0.216,0
866,10.0.3.150,192.168.1.184,13.337,950.08,410588.95,0.71,6.68,1208.43,272,0,0.711,0.735,1
867,10.0.4.186,192.168.1.55,8.8301,1117.32,1093924.4,0.43,5.91,718.36,158,3,0.781,0.775,1
868,10.0.3.54,192.168.1.205,20.6619,46.34,1750357.87,15.58,5.29,1473.41,3,0,0.935,0.402,3
869,10.0.4.67,192.168.1.210,2.0822,56.02,54799.96,17.14,3.85,922.27,2,1,0.918,0.329,0
870,10.0.1.60,192.168.1.68,2.6063,617.64,1119440.17,0.52,6.04,926.07,262,1,0.905,0.445,1
871,10.0.2.147,192.168.1.4,7.7276,53.29,69682.44,18.84,4.1,1176.76,3,0,0.802,0.207,0
872,10.0.2.159,192.168.1.116,28.5472,50.68,49036.15,15.11,5.74,1380.32,0,1,0.933,0.371,0
873,10.0.4.16,192.168.1.15,3.0663,1114.18,620956.99,0.93,4.0,1113.56,324,0,0.888,0.627,1
874,10.0.2.12,192.168.1.13,5.2407,866.62,881554.1,0.91,4.83,991.63,317,2,0.922,0.822,1
875,10.0.3.249,192.168.1.81,16.9722,683.28,574975.29,0.39,4.47,1099.11,256,1,0.871,0.579,1
876,10.0.1.149,192.168.1.30,28.8204,52.34,48044.07,27.05,6.1,920.5,1,0,0.92,0.233,0
877,10.0.3.165,192.168.1.55,24.8045,1097.35,752734.18,0.18,1.55,872.77,190,1,0.751,0.64,1
878,10.0.3.149,192.168.1.239,23.0588,62.67,45767.76,17.96,4.99,1169.9,3,0,0.821,0.388,0
879,10.0.1.202,192.168.1.25,10.3696,45.56,1085035.58,27.97,6.28,1468.46,1,1,0.926,0.258,3
880,10.0.2.28,192.168.1.55,10.4684,48.44,1490544.94,26.93,4.43,1469.27,0,0,0.927,0.418,3
881,10.0.1.134,192.168.1.126,27.3213,50.03,44751.41,15.25,3.89,884.18,2,1,0.825,0.414,0
882,10.0.4.118,192.168.1.245,13.4012,774.81,555500.21,0.94,3.02,951.34,152,0,0.714,0.784,1
883,10.0.3.13,192.168.1.5,17.9503,40.54,48663.41,27.38,7.94,1191.6,1,1,0.947,0.212,0
884,10.0.2.115,192.168.1.231,1.7409,28.07,45827.35,1.84,2.79,934.78,2,51,0.847,0.236,2
885,10.0.3.215,192.168.1.99,15.2532,719.6,614079.85,0.44,4.1,1088.55,359,2,0.766,0.807,1
886,10.0.1.78,192.168.1.161,12.2268,57.05,49086.69,17.81,4.54,1069.46,1,2,0.76,0.439,0
887,10.0.3.133,192.168.1.32,29.42,61.37,41607.1,31.69,6.38,1063.64,2,2,0.926,0.201,0
888,10.0.4.97,192.168.1.59,16.3852,947.77,370156.77,0.54,6.72,936.7,331,1,0.759,0.898,1
889,10.0.2.71,192.168.1.115,1.2219,63.05,62494.24,14.99,5.91,871.92,1,2,0.906,0.443,0
890,10.0.1.2,192.168.1.244,4.1783,41.74,46399.58,24.67,6.3,1032.22,1,2,0.856,0.389,0
891,10.0.3.173,192.168.1.102,6.0621,45.58,61424.51,28.94,1.12,1089.92,2,0,0.721,0.355,0
892,10.0.1.28,192.168.1.188,8.6823,51.77,50984.02,16.27,3.36,879.33,7,2,0.92,0.445,0
893,10.0.4.190,192.168.1.63,16.3084,64.22,69488.02,20.9,3.04,1072.94,5,0,0.864,0.317,0
894,10.0.3.114,192.168.1.153,10.8871,40.15,1505502.0,16.15,6.02,1492.09,1,1,0.922,0.295,3
895,10.0.2.106,192.168.1.147,14.0938,46.18,2104209.2,16.51,3.36,1462.53,3,1,0.733,0.412,3
896,10.0.4.248,192.168.1.97,17.4061,37.83,56990.81,11.62,1.41,917.74,0,0,0.749,0.336,0
897,10.0.3.216,192.168.1.113,1.3804,54.69,61028.41,17.82,2.11,1026.95,1,0,0.906,0.345,0
898,10.0.4.43,192.168.1.44,17.3507,64.0,51564.22,19.25,4.79,1130.47,1,1,0.927,0.368,0
899,10.0.3.245,192.168.1.239,8.9541,51.9,52775.62,14.15,5.26,1149.63,2,1,0.853,0.266,0
900,10.0.2.206,192.168.1.146,29.0649,31.97,49946.13,15.24,1.35,886.69,1,4,0.781,0.329,0
901,10.0.2.181,192.168.1.16,8.0273,57.2,1958900.33,11.95,7.1,1477.02,1,4,0.866,0.396,3
902,10.0.2.195,192.168.1.123,21.0247,1023.95,887348.05,0.34,4.63,928.88,115,3,0.784,0.65,1
903,10.0.2.112,192.168.1.166,16.429,67.1,54591.61,14.5,6.88,899.32,2,3,0.704,0.28,0
904,10.0.3.157,192.168.1.65,7.7018,678.29,613486.52,0.82,7.24,871.72,200,0,0.921,0.562,1
905,10.0.2.150,192.168.1.151,8.0662,65.38,50104.88,13.0,8.28,924.5,2,4,0.749,0.202,0
906,10.0.3.63,192.168.1.211,9.5373,57.69,51046.46,21.09,3.28,1098.4,2,0,0.855,0.302,0
907,10.0.1.31,192.168.1.13,11.4392,46.67,50399.33,18.45,5.04,1087.41,1,1,0.911,0.29,0
908,10.0.2.142,192.168.1.192,22.7464,48.53,55363.64,18.61,6.95,836.86,2,0,0.891,0.429,0
909,10.0.3.215,192.168.1.182,18.3962,34.8,67413.84,34.21,4.44,1052.96,0,1,0.704,0.263,0
910,10.0.2.12,192.168.1.14,5.7087,54.87,47397.43,11.24,2.25,809.83,3,1,0.762,0.273,0
911,10.0.3.2,192.168.1.173,12.6712,39.6,50934.58,21.96,3.27,1191.29,2,2,0.767,0.35,0
912,10.0.1.121,192.168.1.157,23.709,48.33,62332.57,24.47,9.8,1015.42,2,0,0.825,0.418,0
913,10.0.3.49,192.168.1.128,24.9739,52.0,1021939.64,18.53,3.37,1434.37,1,1,0.874,0.256,3
914,10.0.3.24,192.168.1.86,12.6094,1038.22,499297.27,0.99,5.53,1173.21,290,0,0.7,0.649,1
915,10.0.2.101,192.168.1.19,28.6071,1369.67,485628.84,0.6,5.81,851.71,268,2,0.926,0.74,1
916,10.0.4.13,192.168.1.60,14.3238,55.33,36019.65,23.57,2.02,1070.52,1,0,0.78,0.269,0
917,10.0.1.51,192.168.1.42,13.7344,782.24,841856.79,0.15,7.07,953.9,144,1,0.813,0.857,1
918,10.0.1.140,192.168.1.189,4.3085,38.51,53937.22,16.25,5.43,1060.31,0,1,0.828,0.248,0
919,10.0.3.207,192.168.1.165,15.782,1342.39,884960.88,0.44,3.9,1042.29,340,3,0.826,0.824,1
920,10.0.2.196,192.168.1.228,25.7232,54.56,64731.18,26.61,5.61,1321.41,4,0,0.711,0.251,0
921,10.0.1.248,192.168.1.116,16.9987,51.11,35735.36,21.79,0.74,722.26,1,0,0.938,0.345,0
922,10.0.1.192,192.168.1.245,11.1445,58.19,39465.31,21.44,6.83,1055.86,1,0,0.79,0.205,0
923,10.0.3.80,192.168.1.78,24.9799,47.82,43897.18,22.44,7.13,1118.21,4,0,0.781,0.208,0
924,10.0.2.131,192.168.1.139,18.5562,45.21,38718.27,21.99,4.03,1284.04,1,3,0.831,0.355,0
925,10.0.3.175,192.168.1.193,11.1079,768.43,649372.62,0.62,8.77,768.31,206,1,0.857,0.486,1
926,10.0.2.223,192.168.1.205,17.7304,1053.94,660234.5,0.17,2.83,914.96,119,1,0.773,0.553,1
927,10.0.3.64,192.168.1.155,15.5668,56.27,41703.26,22.79,7.26,1078.29,1,1,0.911,0.289,0
928,10.0.1.231,192.168.1.199,22.3312,1083.1,695633.26,0.89,6.91,1055.15,240,3,0.755,0.728,1
929,10.0.1.179,192.168.1.20,6.6038,923.5,674879.4,0.71,8.83,1006.83,278,1,0.832,0.882,1
930,10.0.2.32,192.168.1.94,26.9422,59.45,63101.95,2.17,0.67,1138.16,3,80,0.718,0.325,2
931,10.0.3.18,192.168.1.55,26.4683,1202.99,691724.94,0.68,7.51,1013.95,243,0,0.87,0.818,1
932,10.0.4.144,192.168.1.133,16.1343,59.18,44823.77,22.8,2.13,1019.97,0,1,0.847,0.208,0
933,10.0.2.216,192.168.1.142,9.1679,52.06,1294051.16,18.45,5.81,1463.89,1,1,0.926,0.218,3
934,10.0.1.20,192.168.1.232,20.2125,39.18,34977.35,1.18,5.14,918.41,2,47,0.858,0.403,2
935,10.0.2.198,192.168.1.48,27.1328,956.0,1442592.86,0.97,4.72,871.52,382,2,0.848,0.737,1
936,10.0.1.228,192.168.1.128,1.2232,55.3,58562.41,17.32,5.4,1086.06,2,1,0.871,0.442,0
937,10.0.3.120,192.168.1.99,24.8,48.18,45390.25,20.35,3.72,1003.24,0,2,0.855,0.399,0
938,10.0.2.69,192.168.1.15,13.327,669.37,907688.71,0.23,7.47,864.81,126,0,0.813,0.576,1
939,10.0.2.184,192.168.1.188,14.8959,45.04,48108.2,19.22,4.55,905.88,1,3,0.741,0.251,0
940,10.0.4.220,192.168.1.202,21.2466,36.7,71739.4,16.42,2.92,849.95,3,0,0.827,0.332,0
941,10.0.1.46,192.168.1.200,27.2039,57.28,52824.5,16.38,3.83,1176.08,3,0,0.77,0.422,0
942,10.0.1.11,192.168.1.53,4.0128,54.25,59723.64,2.52,5.63,1046.11,2,29,0.709,0.366,2
943,10.0.4.6,192.168.1.198,13.3393,35.75,73112.88,4.42,2.72,1212.08,4,69,0.783,0.227,2
